vid_id,tr,en
fGc6_D0JEIQ_31_46@3,sokakta üç adam aynı dansı yapıyor,three men are doing same dance in the street
fGc6_D0JEIQ_31_46@4,havlulu üç kişi dans ediyor,three people dance in towels
fGc6_D0JEIQ_31_46@5,plaj havlusu içinde üç adam dans ediyor,three men are dancing in beach towels
fGc6_D0JEIQ_31_46@6,erkekler banyo havlusu üzerinde dans ediyor,men are dancing on bath towel
fGc6_D0JEIQ_31_46@7,havlulu üç adam dans ediyor,three men in towels are dancing
fGc6_D0JEIQ_31_46@8,erkekler havluda dans ediyor,men are dancing in towels
fGc6_D0JEIQ_31_46@9,sokakta üç adam dans ediyor,three guys dance in the street
fGc6_D0JEIQ_31_46@12,üç gömleksiz adam sokakta dans ediyor,three shirtless men are dancing in the street
fGc6_D0JEIQ_31_46@13,üç erkek çocuk plaj havlularıyla kumda dans etti,the three boys danced in the sand with their beach towels on
fGc6_D0JEIQ_31_46@14,çocuklar dans ediyor,the boys are dancing
fGc6_D0JEIQ_31_46@15,üç erkek dans ediyor,three boys dance
fGc6_D0JEIQ_31_46@16,çocuklar plaj havlusu içinde dans ettiler,the boys danced in their beach towels
fGc6_D0JEIQ_31_46@18,çatıda dans eden komik çocuklar,a boyes funny dancing on the rood
fGc6_D0JEIQ_31_46@19,hawaii dansı gibi görünen üç adam bir grup,a group of three guys doing what looks like a hawaiian dance
fGc6_D0JEIQ_31_46@20,üç erkek havlu içinde dans ediyor,three boys are dancing in towel
fGc6_D0JEIQ_31_46@21,bir yolda havlu dansı yapan üç arkadaş,three friends doing some sort of towel dance on a road
fGc6_D0JEIQ_31_46@22,çocuklar havlularla dans ediyor,the boys are dancing with towels on
fGc6_D0JEIQ_31_46@23,üç erkek yağmurda dans ediyor,three boys are dancing in the rain
fGc6_D0JEIQ_31_46@24,üç erkek dans ediyor,the three boys are dancing
fGc6_D0JEIQ_31_46@25,havlu giyiyor iken üç adam dans ediyor,three men dance whilst wearing towels
fGc6_D0JEIQ_31_46@29,waka waka farklılık dansı,the waka waka is diffrence dance
fGc6_D0JEIQ_31_46@30,bazı çocuklar dans ediyor,some boys are dancing
fGc6_D0JEIQ_31_46@31,üç adam dans ediyor,three man dancing
fGc6_D0JEIQ_31_46@32,havlu ile dans üç genç adam,three young men dancing with their towels
fGc6_D0JEIQ_31_46@33,bir çeşit komik havlu dansı yapan arkadaşlar,the friends doing some sort of funny towel dance
fGc6_D0JEIQ_31_46@34,çocuklar dans ediyor,the boys are dancing
fGc6_D0JEIQ_31_46@37,bazı çocuklar dans ediyor,some boys are dancing
fGc6_D0JEIQ_31_46@38,havlu ile dans eden üç adam,three men dancing with the towel
fGc6_D0JEIQ_31_46@39,sadece havlu giymiş üç genç adam senkronize dans yapıyor,three young men dressed only in towels are doing a synchronized dance
fGc6_D0JEIQ_31_46@40,süper üç dansçı,super three dancers
fGc6_D0JEIQ_31_46@42,üç gömleksiz adam dışarıda dans ediyor,three shirtless men are dancing outside
fHfpMUDrQCs_17_31@1,bruce willis bir kadını kurutuyor,bruce willis is drying off a woman
fHfpMUDrQCs_17_31@2,bir erkek ve kadın küçük bir kapalı alanda bir arada duruyorlar,a man and woman are standing together in a small enclosed area
fHfpMUDrQCs_17_31@3,bir erkek bir kadını kurutur,a man dries off a woman
fHfpMUDrQCs_17_31@4,bir erkek bir kadını kurutur,a man drys off a woman
fHfpMUDrQCs_17_31@5,bir erkek bir kızı havluyla kurutuyor,a man is drying a girl off with a towel
fHfpMUDrQCs_17_31@6,bir erkek bir kadın bir havlu ile kurutuyor,a man is drying a woman with a towel
fHfpMUDrQCs_17_31@7,bir erkek bir kadın bir havlu ile kurutuyor,a man is drying off a woman with a towel
fHfpMUDrQCs_17_31@8,bir erkek bir kadını kurutuyor,a man is drying off a woman
fHfpMUDrQCs_17_31@9,bir adam onunla konuşurken bir kadının kollarını ve omuzlarını ovuşturuyor,a man is rubbing the arms and shoulders of a woman standing beside him to keep her warm as he talks to her
fHfpMUDrQCs_17_31@10,bir erkek bir kadını çekiyor,a man is toweling off a woman
fHfpMUDrQCs_17_31@11,bir erkek bir kadını havluyla ısıtıyor,a man is warming a woman up with a towel
fHfpMUDrQCs_17_31@12,bir adam su siliyor,a man is wiping water
fHfpMUDrQCs_17_31@13,bir adam bir kızın omuzlarını bir havlu ile ovuşturdu,a man rubbed a girl s shoulders with a towel
fHfpMUDrQCs_17_31@14,bir adam bir havlu ile ıslak bir kadını losyonlar,a man rubs a wet woman with a towel
fHfpMUDrQCs_17_31@15,bruce willis film sahnesinde beşinci elementin bulunduğu bir havlu ile milla jovovichi kurutuyor,bruce willis is drying milla jovovich with a towel in a scene of the movie the fifth element
fHfpMUDrQCs_17_31@16,adam kadını bir havluyla kurutuyor,the man is drying the woman with a towel
fHfpMUDrQCs_17_31@17,adam kadını havluyla ovuşturdu,the man rubbed the woman with a towel
fHfpMUDrQCs_17_31@18,bir çift geminin içinde,a couple is inside the ship
fHfpMUDrQCs_17_31@19,bir erkek kızın elbiselerini temizliyor,a man is cleaning a girl clothes
fHfpMUDrQCs_17_31@20,bir erkek bir kadın bir havlu ile kurutuyor,a man is drying off a woman with a towel
fHfpMUDrQCs_17_31@21,bir erkek kadınlara havlu sürtüyor,a man is rubbing towel on the women
fHfpMUDrQCs_17_31@22,bir bayanı havlu ile ovuşturan bir adam,a man rubbing a lady with towel
fHfpMUDrQCs_17_31@23,kadınlara ellerini sürten bir adam,a man rubbing women hands
fHfpMUDrQCs_17_31@24,beşinci elemanı otomatik yıkama,autowash the fifth element
fHfpMUDrQCs_17_31@25,bir çift gemide duruyor,a couple is standing in the ship
fHfpMUDrQCs_17_31@26,bir adam bir çeşit havluyla kadını korur,a man cover the lady with some kind of towel
fHfpMUDrQCs_17_31@27,bir erkek kadının omuzlarını bezle temizliyor,a man is cleaning the woman s shoulders with cloth
fHfpMUDrQCs_17_31@28,bir erkek bir kadını bir havlu ile kurutuyor,a man is drying off a woman with a towel
fHfpMUDrQCs_17_31@31,bir erkek bir kadınla konuşuyor,a man is talking to a woman
fHfpMUDrQCs_17_31@32,bir erkek bir bayana dokunuyor,a man is touching a lady
fHfpMUDrQCs_17_31@33,bir erkek bir kadını battaniyeyle ısıtıyor,a man is warming up a woman with a blanket
fHfpMUDrQCs_17_31@34,bir erkek bir kızı büyütüyor,a man is widing a girl
fHfpMUDrQCs_17_31@35,bir kadının ellerini sürten bir adam,a man rubbing a woman s hands
fHfpMUDrQCs_17_31@36,bir adam mendil ile ıslak titreyen kadın losyonlar,a man wipes and rubs a wet shivering woman
fHfpMUDrQCs_17_31@37,hollywood filminden kısa bir klip bir bayana soğuğa karşı savaşmak için bir çeşit tedavi veren bir adamı gösteriliyor,a short clip from a hollywood movie showing a man giving some sort of treatment to a lady to fight against cold
fHfpMUDrQCs_17_31@38,çiftler konuşuyordu,couples were speaking
fHfpMUDrQCs_17_31@39,iyi ve sevimli çift,good and lovable couple
fHfpMUDrQCs_17_31@40,adam kadını havluyla siler,man toweling off woman
fHfpMUDrQCs_17_31@41,iki kişi konuşuyor,the two person is talking
fIaLVw_Gc_w_99_109@1,göz farı uygulayan bir kadın,a woman applying eye shadow
fIaLVw_Gc_w_99_109@2,bir kız sol göz kapağı üzerinde göz farı uyguluyor,a girl is applying eye shadow on her left eyelid
fIaLVw_Gc_w_99_109@3,bir kadın göz farını göz kapağına uyguluyor,a woman applies eye shadow to her eyelid
fIaLVw_Gc_w_99_109@4,bir kadın göz kapağı için mavi farı kullanıyor,a woman is applying blue costmetics to her eyelid
fIaLVw_Gc_w_99_109@6,bir kadın göz makyajı uyguluyor,a woman is applying eye makeup
fIaLVw_Gc_w_99_109@7,bir kadın onun göz kapağı üzerinde yeşil göz farı uyguluyor,a woman is applying green eyeshadow on her eyelid
fIaLVw_Gc_w_99_109@8,bir kadın göz kapaklarına makyaj uyguluyor,a woman is applying makeup to her eyelids
fIaLVw_Gc_w_99_109@9,bir kadın göz kapağının iç tarafına turkuaz göz farı sürüyor,a woman is applying turquoise eyeshadow on the inner side of her eyelid
fIaLVw_Gc_w_99_109@10,bir kadın aplikatör fırçası kullanarak göz kapağı üzerindeki parıldayan yeşil göz farı üzerinde göz kamaştırıyor,a woman is dabbing on some shimmering green eye shadow on her eyelid using an applicator brush
fIaLVw_Gc_w_99_109@11,bir kadın göz makyajı yapıyor,a woman is doing a eye makeup
fIaLVw_Gc_w_99_109@12,bir kadın göz makyajı yapıyor,a woman is doing eye makeup
fIaLVw_Gc_w_99_109@13,bir kadın göz farı yapıyor,a woman is making an eyeshadow
fIaLVw_Gc_w_99_109@14,bir kadın göz farı koyuyor,a woman is putting on eyeshadow
fIaLVw_Gc_w_99_109@15,bir kadın makyaj koyuyor,a woman puts makeup on
fIaLVw_Gc_w_99_109@16,yeşil makyaj bir kadının göz kapağına makyaj fırçasıyla uygulanıyor,green makeup is being applied to a female s eyelid with a makeup brush
fIaLVw_Gc_w_99_109@17,kız göz makyajı uyguluyor,the girl is applying eye makeup
fIaLVw_Gc_w_99_109@18,kadın mavi göz farı koyuyor,the woman is putting on blue eye shadow
fIaLVw_Gc_w_99_109@19,bir kız gözlerinde göz farı kullanıyor,a girl is using a eye shadow on her eyes
fIaLVw_Gc_w_99_109@20,bir kadın mavi göz farı uygular,a woman applies blue eyeshadow
fIaLVw_Gc_w_99_109@21,bir kadın göz kapağının iç köşesine mavi göz farı sürüyor,a woman is applying blue eye shadow to the inside corner of her eyelid
fIaLVw_Gc_w_99_109@22,bir kadın göz makyajı uyguluyor,a woman is applying eye makeup
fIaLVw_Gc_w_99_109@23,bir kadın onun göz kapağı üzerinde makyaj yapıyor,a woman is doing make up on her eye lid
fIaLVw_Gc_w_99_109@24,bir kadın göz kirpiklerini renklendiriyor,a women is coloring her eye lashes
fIaLVw_Gc_w_99_109@25,göz makyajının nasıl uygulanacağını gösteren genç bir ispanyol bayan,a young spanish lady demonstrating how to apply various types of eye makeup
fIaLVw_Gc_w_99_109@26,gözlerin gölgelenmesi,shading of eyes
fIaLVw_Gc_w_99_109@27,gözlerinin üzerinde bir çeşit makyaj yapan bir kız,a girl doing some sort of makeup above her eyes
fIaLVw_Gc_w_99_109@28,bir kız bir fırça ile göz makyajı uyguladı,a girl applied eye makeup with a brush
fIaLVw_Gc_w_99_109@29,bir kız bir fırça ile yeşil göz farı uygulamış,a girl applied green eye shadow with a brush
fIaLVw_Gc_w_99_109@30,bir kız göz farı uyguluyor,a girl is applying eye shadow
fIaLVw_Gc_w_99_109@32,bir kız göz farı koyuyor,a girl is putting on eye shadow
fIaLVw_Gc_w_99_109@33,bir kadın kirpiklerinde göz farı uyguluyor,a lady is applying eyeshadow on her eyelash
fIaLVw_Gc_w_99_109@34,bir kadın göz farı uygular,a woman applies eye shadow
fIaLVw_Gc_w_99_109@35,göz kapakları üzerinde göz tonu uygulayan bir kadın,a woman applying eye shade on her eye lids
fIaLVw_Gc_w_99_109@36,bir kadın gözlerinin üstüne allık kullanıyor,a woman is applying blushers on her eyes
fIaLVw_Gc_w_99_109@37,bir kadın göz makyajı uyguluyor,a woman is applying eye makeup
fIaLVw_Gc_w_99_109@38,bir kadın göz makyajı uyguluyor,a woman is applying eye makeup
fIaLVw_Gc_w_99_109@39,bir kadın göz tonları uyguluyor,a woman is applying eye shades
fIaLVw_Gc_w_99_109@41,bir kadın kirpik uyguluyor,a woman is applying eyelashes
fIaLVw_Gc_w_99_109@42,bir kadın göz kapaklarına göz farı uyguluyor,a woman is applying eyeshadow to her eyelids
fIaLVw_Gc_w_99_109@44,bir kadın göz kapaklarına makyaj uyguluyor,a woman is applying makeup to her eyelids
fIaLVw_Gc_w_99_109@45,bir kadın göz gölgelerini renklendiriyor,a woman is coloring her eye shadows
fIaLVw_Gc_w_99_109@46,bir kadın makyaj yapıyor,a woman is makeuping
fIaLVw_Gc_w_99_109@47,bir kadın göz farı koyuyor,a woman is putiing on eyeshadow
fIaLVw_Gc_w_99_109@49,bir kadın göz makyajı koyuyor,a woman is putting on eye makeup
fIaLVw_Gc_w_99_109@50,bir kadın göz farı koyuyor,a woman is putting on eye shadow
fIaLVw_Gc_w_99_109@51,bir kadın yeşil göz farı koyuyor,a woman is putting on green eyeshadow
fIaLVw_Gc_w_99_109@52,kalemle göz makyajı koyan bir kadın,a woman putting eye makeup with a pencil
fIaLVw_Gc_w_99_109@53,güzel yeşil göz makyajı uygulamak,applying pretty green eye makeup
fIaLVw_Gc_w_99_109@54,bayan makyaj yapıyor,the lady is putting on makeup
fIaLVw_Gc_w_99_109@55,kadın göz makyajı koyuyor,the woman is putting on eye makeup
fIaLVw_Gc_w_99_109@56,bir kız göz farı koyuyor,a girl is putting eye shadow
fIaLVw_Gc_w_99_109@57,bir kadın onun göz kapağına makyaj yapar,an women make up her eye bro
fJr2evLANsE_0_10@1,bir kedi oynuyor ve bir kaplumbağa oynuyor,a cat is playing and playing a turtle
fJr2evLANsE_0_10@2,bir kedi bir kaplumbağa ile oynuyor,a cat is playing with a turtle
fJr2evLANsE_0_10@3,bir kedi bir kaplumbağa ile oynuyor,a cat is playing with a turtle
fJr2evLANsE_0_10@4,küçük bir kaplumbağa bir kediyi teftiş ediyor,a small turtle is inspecting a cat
fJr2evLANsE_0_10@5,bir kaplumbağa ve kedi birbiriyle etkileşime girer,a turtle and cat interact with each other
fJr2evLANsE_0_10@6,bir kaplumbağa bir kedinin kafasını ısırıyor,a turtle is biting at the head of a cat
fJr2evLANsE_0_10@7,bir kaplumbağa bir kedi teftiş ediyor,a turtle is inspecting a cat
fJr2evLANsE_0_10@8,bir kaplumbağa bir kediyi öpüyor,a turtle is kissing a cat
fJr2evLANsE_0_10@9,bir kaplumbağa bir kediye sarılıyor,a turtle is nipping at a cat
fJr2evLANsE_0_10@10,bir kaplumbağa bir kedi ile oynuyor,a turtle is playing with a cat
fJr2evLANsE_0_10@11,bir kaplumbağa kediyi kokluyor,a turtle is sniffing a cat
fJr2evLANsE_0_10@12,bir kaplumbağa bir kediye dokunuyor,a turtle is touching a cat
fJr2evLANsE_0_10@13,bir kaplumbağa bir kedi ile oynamaya çalışıyor,a turtle is trying to play with a cat
fJr2evLANsE_0_10@14,bir kaplumbağa bir kedi ile oynamaya çalışıyor,a turtle is trying to play with a cat
fJr2evLANsE_0_10@15,bir kaplumbağa kedi ile oynuyor,a turtle plays with a cat
fJr2evLANsE_0_10@16,bir kaplumbağa bir kediye ilgi gösterir,a turtle shows interest in a cat
fJr2evLANsE_0_10@17,kaplumbağa kedi ile oynuyor,the turtle is playing with the cat
fJr2evLANsE_0_10@18,kaplumbağa kedinin yüzünü ısırmaya çalıştı,the turtle tried to bit the cat s face
fJr2evLANsE_0_10@19,kaplumbağa kediyi ısırmaya çalıştı,the turtle tried to bite the cat
fJr2evLANsE_0_10@20,bir kaplumbağa kediyle,a turtle moose a cat
fJr2evLANsE_0_10@21,oynayan kedi ve kaplumbağa,the cat and tootsies playing
fJr2evLANsE_0_10@22,bir kaplumbağa bir kedi ile oynuyor,a turtle is playing with a cat
fJr2evLANsE_0_10@23,bir kaplumbağa bir kedi ile oynuyor,a turtle is playing with a cat
fJr2evLANsE_0_10@24,kedi ve kaplumbağa birbirleriyle oynuyorlar,the cat and the turtle are playing with each other
fJr2evLANsE_0_10@25,bir kaplumbağa bir kediyi öper,a turtle kisses a cat
fJr2evLANsE_0_10@26,kaplumbağa kedi etrafında hareket ediyor,the turtle is moving around the cat
fJr2evLANsE_0_10@27,kedi kaplumbağa ile oynuyor,the cat is playing with tatoties
fJr2evLANsE_0_10@28,kaplumbağa ve kedi oturuyorlardı,turtle and cat were sitting
fJr2evLANsE_0_10@29,bir kaplumbağa kediyi ısırıyor,a turtle is biting a cat
fJr2evLANsE_0_10@30,bir kaplumbağa kediyle oynuyor,a tortoise is playing cat
fJr2evLANsE_0_10@31,bir kaplumbağa kediyi inceliyor,a turtle is examining a cat
fJr2evLANsE_0_10@32,kedi ve kaplumbağa beraber oynuyor,cat and turtle both are playing
fJr2evLANsE_0_10@33,bir kedi bir kaplumbağa ile oynuyor,a cat is playing with a turtle
fJr2evLANsE_0_10@34,kedi ile oynarken kaplumbağa,tortise playing with the cat
fJr2evLANsE_0_10@35,bir kaplumbağa bir kedi ile oynuyor,a tortoise is playing with a cat
fJr2evLANsE_0_10@36,bir kedi ile oynarken küçük bir kaplumbağa,a small tortoise playing with a cat
fJr2evLANsE_0_10@37,büyük bir kedi ile oynarken bir bebek kaplumbağa,a baby tortoise playing with a big cat
fJr2evLANsE_0_10@38,büyük bir kedi ile oynarken küçük bir kaplumbağa,a little tortoise playing with a big cat
fJr2evLANsE_0_10@39,kaplumbağa kedinin yüzünü kırmaya çalıştı,the turtle tried to nip the cat s face
fJr2evLANsE_0_10@41,bir kaplumbağa bir kedinin yüzünü araştırıyor,a turtle is investigating a cat s face
fJr2evLANsE_0_10@42,bir kedi ve kaplumbağa oynuyordu,a cat and turtle was playing
fJr2evLANsE_0_10@43,kedi ve kaplumbağa oynuyor,cat and turtle is playing
fJr2evLANsE_0_10@44,bir kedi ve kaplumbağa oynuyorlar,a cat and turtle are playing
fKqBnl8D1Qo_5_44@1,iki kişi oyun oynuyor,two people are putting on a play
fKqBnl8D1Qo_5_44@2,bir kadın ve ayrıntılı kostümler giymiş bir başkası dans ediyor,a woman and another person in elaborate costumes are dancing
fKqBnl8D1Qo_5_44@4,bir kadın ve bir erkek sahnede tiyatro oynuyor,a woman and a man are playing a drama on a stage
fKqBnl8D1Qo_5_44@5,hintli bir kadın elleriyle numaralar yapar,an indian woman does tricks with her hands
fKqBnl8D1Qo_5_44@6,iki kişi bir sahnede hareket ediyor,two people are acting on a stage
fKqBnl8D1Qo_5_44@7,sanatçılar kathakali yapıyor,artists are performing kadhakali
fKqBnl8D1Qo_5_44@8,insanlar sahnede sahne alıyor,people are performing on a stage
fKqBnl8D1Qo_5_44@9,bir kadın ve erkek bir hint dansı yapıyor,a woman and man are performing an indian dance
fKqBnl8D1Qo_5_44@11,bir insan dans ediyor,a person is dancing
fKqBnl8D1Qo_5_44@12,kostümlü iki kişi sahnede performans sergiliyorlar,two people in costume are performing on stage
fKqBnl8D1Qo_5_44@13,kral için yapılan dansçı,the dancer performed for the king
fKqBnl8D1Qo_5_44@15,insanlar el işaretleri kullanarak dans ediyor,people dance using hand signs
fKqBnl8D1Qo_5_44@16,üç kişi bir ritüel gerçekleştirir,three people perform a ritual
fKqBnl8D1Qo_5_44@17,oyuncu kralın önünde dans etti,the actor danced before te king
fKqBnl8D1Qo_5_44@18,kerala kathakalinin geleneksel dansını yapıyorlar,they are dancing the traditional dance of kerala kathakali
fKqBnl8D1Qo_5_44@19,varkalada kathakali gösterisi,kathakali show at varkala
